id,title,title_en,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,Action,Adventure,Avant_Garde,Award_Winning,Boys_Love,Comedy,Drama,Fantasy,Girls_Love,Gourmet,Horror,Mystery,Romance,Sci_Fi,Slice_of_Life,Sports,Supernatural,Suspense,Ecchi,Erotica,Josei,Kids,Seinen,Shoujo,Shounen
88432,Kimi ni Yoseru Blue,,6,FALSE,3/30/2012,5/30/2013,6.57,191,514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88442,Sesuji wo Pin! to: Shikakou Kyougi Dance-bu e Youkoso,Straighten Up! Welcome to Shika High's Competitive Dance Club,87,FALSE,5/11/2015,2/13/2017,7.51,2011,5642,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88443,Lady Justice,,16,FALSE,5/18/2015,9/7/2015,5.85,528,1600,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
88444,Devily-man,Devily Man,16,FALSE,5/25/2015,9/14/2015,6.48,125,363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88451,Ninja Slayer Kills,Ninja Slayer Kills,29,FALSE,1/22/2014,12/28/2016,6.68,124,726,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88453,Chicha Koi Nikki,A Little Love Story,14,FALSE,5/25/2013,6/25/2014,7,199,677,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
88467,Isekai wa Smartphone to Tomo ni.,In Another World With My Smartphone,0,TRUE,5/22/2015,,7.48,2355,8406,320,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88481,Grisaia no Meikyuu: Sanctuary Fellows,,5,FALSE,12/16/2014,3/17/2015,7.43,295,1484,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88482,Grisaia no Rakuen: Sanctuary Fellows,,6,FALSE,4/14/2015,8/18/2015,7.35,330,1629,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88483,K: Missing Kings,,5,FALSE,4/18/2015,8/18/2015,7.32,256,1385,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88489,Futaribeya,Futaribeya: A Room for Two,0,TRUE,7/30/2014,,7.64,1413,6937,138,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
88509,Fuuzokugurui desu ga Toshishita Danshi ni Kokuraremashita,,7,FALSE,9/1/2011,8/9/2014,6.77,1175,2442,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88519,Wakeari Kiss.,,1,FALSE,2/13/2015,,6.81,1317,2593,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88526,Hatsukoi Rhapsody,First love rhapsody,1,FALSE,2/24/2015,,6.82,568,1055,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88532,Choudouryoku Mouko Daishuurai,The Ultra Power Mongol Invasion,11,FALSE,10/4/2013,3/7/2014,6.52,603,1535,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88533,Norman,,13,FALSE,4/1/1968,12/1/1968,7.27,123,303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88536,Aoharu Runnings,,1,FALSE,5/18/2011,,6.57,286,539,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
88537,T-Rex na Kanojo,My Girlfriend is a T-Rex,27,FALSE,10/27/2014,12/25/2015,6.92,4683,10492,97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88539,Hoshi Furu Makiba!,,5,FALSE,1/5/2013,3/20/2013,6.81,201,563,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88543,Motokare←Retry,,34,FALSE,2/24/2015,1/24/2017,6.93,481,1919,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88546,Asami-sensei no Himitsu,,15,FALSE,10/28/2014,1/28/2016,6.72,877,2601,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88557,Hanayome wa Juunanasai,The bride is seventeen,0,TRUE,12/28/2012,,6.91,1160,3350,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88564,Diabolik Lovers: Anthology Cardinal,,13,FALSE,12/1/2012,,6.59,319,962,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88588,Shigatsu wa Kimi no Uso: Coda,,5,FALSE,2/25/2015,10/28/2015,7.68,1375,3283,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88590,Nigeru wa Haji daga Yaku ni Tatsu,The Full-Time Wife Escapist,55,FALSE,11/9/2012,2/25/2020,7.51,479,2467,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88592,Mei☆Company,,8,FALSE,3/19/2015,10/22/2015,6.48,141,509,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88600,Koi wa Ameagari no You ni,After the Rain,82,FALSE,6/27/2014,3/19/2018,7.78,9761,30845,647,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
88619,Zetsubou Danshi to Chuugoku Musume,Despair Boy and China Girl,77,FALSE,5/22/2014,3/1/2018,6.63,213,851,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88633,Kanaete! Yuri Yousei,,15,FALSE,11/18/2014,2/16/2017,6.67,191,546,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88639,"Ohayou, Ibarahime","Wake Up, Sleeping Beauty",26,FALSE,11/22/2014,5/24/2017,8.52,10156,31262,1060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
88641,Coffee & Vanilla,,0,TRUE,4/24/2015,,7.18,2882,9535,161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88642,Zettai Fukujuu Idol,,5,FALSE,4/24/2015,6/24/2015,5.88,319,747,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88645,Sae-ism,The Love and Creed of Sae Maki,0,TRUE,6/16/2014,,6.3,590,1625,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88658,Gendai Majo no Shuushoku Jijou,,30,FALSE,4/27/2015,12/27/2017,6.73,376,1787,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88660,Yagate Kimi ni Naru,Bloom Into You,50,FALSE,4/27/2015,9/27/2019,8.67,41573,92690,8914,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88662,Kaimetsuou to 12-nin no Hoshi no Miko,The Vanisher King and His 12 Starlight Maidens,31,FALSE,5/27/2015,2/27/2018,6.9,832,3838,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
88663,Shinmai Shimai no Futari Gohan,,0,TRUE,6/27/2015,,7.6,1100,5171,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88664,Zettai naru Isolator,The Isolator,29,FALSE,6/27/2015,1/27/2018,6.92,791,2732,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88667,Sekinin Torasete!,,6,FALSE,12/29/2012,7/30/2013,6.61,158,544,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88670,U12,Under Twelve,52,FALSE,4/7/2015,8/7/2019,5.01,749,3056,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88672,Red Night Eve,,51,FALSE,10/9/2014,12/7/2018,6.66,328,1477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
88675,Kyochuu Rettou,The Island of Giant Insects,24,FALSE,10/21/2014,3/28/2019,5.42,2597,6620,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88679,Kamisama Hajimemashita: Kurama-yama Yawa,,4,FALSE,2/20/2015,,7.32,170,1118,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
88682,Bluesteel Blasphemer,Bluesteel Blasphemer,20,FALSE,5/1/2015,4/30/2016,6.44,141,536,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88699,Chou no Michiyuki,Flight of the Butterflies,8,FALSE,4/28/2014,11/27/2014,7.3,530,1250,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88702,Zankyou,,19,FALSE,5/8/2015,10/14/2016,6.84,1332,3515,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88703,Haken no Kouki Altina,Altina the Sword princess,23,FALSE,1/23/2015,2/10/2017,6.53,743,2152,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88707,Shinyaku Märchen,,34,FALSE,9/17/2015,1/17/2020,7.08,164,807,13,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88717,YataMomo,,20,FALSE,10/24/2013,2/24/2017,7.65,4500,9867,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88723,Monster Hunter Epic,,16,FALSE,9/20/2011,1/1/2014,7.05,151,679,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88738,Otonari wa 1-ken de 2-do Oishii,You may love either of the neighbors!,9,FALSE,2/13/2015,8/11/2015,7.01,294,975,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88742,Wootan to Fumi,Wootan and Fumi,8,FALSE,5/25/2013,5/27/2014,6.83,114,273,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88765,Ai ga Matteru,,6,FALSE,3/14/2013,8/12/2013,7.13,511,967,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88766,Asanaga Ryuutarou no Midara na Nichijou,,5,FALSE,10/29/2013,,6.59,168,642,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88787,Suyasuya Ofuton,,1,FALSE,7/31/2014,,6.45,140,274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88850,Kuroneko Kareshi no Afurekata,,0,FALSE,3/14/2015,5/14/2016,7.87,2260,5296,46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
88857,Diabolik Lovers: Sequel,,6,FALSE,4/1/2013,4/30/2013,6.71,489,1396,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88880,Kishuku Gakkou no Juliet,Juliet of Boarding School,1,FALSE,12/9/2014,,7.41,3288,6788,150,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88901,Boku ga Boku de Aru Tame ni.,To be what I am.,58,FALSE,10/22/2015,8/21/2020,6.72,121,930,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88906,It's My Life,,78,FALSE,12/15/2014,9/2/2018,7.37,1977,8821,67,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88923,Arifureta Shokugyou de Sekai Saikyou,Arifureta: From Commonplace to World's Strongest,92,FALSE,6/25/2015,9/25/2022,7.71,8257,25186,1001,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88929,Gochuumon wa Usagi desu ka? Anthology Comic,Is the order a rabbit? Anthology Comic,0,TRUE,4/26/2014,,7.1,125,665,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88930,Youjo Senki,The Saga of Tanya the Evil,0,TRUE,10/31/2013,,8.4,4517,21070,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88955,Kaichou-sama ga Fiancé de♡,,32,FALSE,10/4/2014,4/20/2016,7.02,928,2797,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88969,Chouchou Nannan: 2nd,,0,FALSE,5/5/2015,8/16/2015,6.99,260,612,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88970,Yometori!,,18,FALSE,2/18/2013,4/17/2015,6.34,356,715,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88976,Haru Niwa,,4,FALSE,10/13/2011,4/1/2015,7.1,462,976,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
88984,Mahou Shoujo Lyrical Nanoha InnocentS,Magical Girl Lyrical Nanoha InnocentS,17,FALSE,4/26/2014,1/25/2016,7.14,138,452,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
88987,Sekirara ni Kiss,"A Kiss, For Real",37,FALSE,4/24/2015,5/24/2019,7.15,2754,10282,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88991,Skill of Lure,,36,FALSE,3/1/2013,1/1/2016,7.97,10267,20226,543,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
89008,Something Happening,,1,FALSE,7/31/2014,,6.45,125,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89018,Realist ni Yoru Romanticism,Realist's Romanticism,6,FALSE,3/14/2011,10/14/2011,6.6,176,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
89049,Kyokou Suiri,In/Spectre,0,TRUE,4/20/2015,,7.77,4113,20198,286,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
89051,Tokimeichatte Gomen ne?,,7,FALSE,4/20/2015,7/18/2015,6.99,1015,2860,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89085,Last Embryo,,0,TRUE,6/1/2015,,7.74,270,2781,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89087,Wotaku ni Koi wa Muzukashii,Wotakoi: Love Is Hard for Otaku,105,FALSE,4/30/2015,7/16/2021,8.37,41515,120694,5668,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89088,Nejimage Factor,,32,FALSE,3/19/2014,5/2/2018,6.07,473,4006,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
89131,Gokuto Jihen,,21,FALSE,5/27/2015,1/27/2017,7.25,128,860,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89148,Skeleton Sister,,1,FALSE,2/20/2014,,6.56,263,544,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89161,Hisshou Dungeon Unei Houhou,,0,TRUE,5/29/2015,,6.75,131,913,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89183,Koi wo Hitokuchi,,6,FALSE,4/14/2014,12/24/2014,6.97,1785,3580,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
89190,Deathco,,46,FALSE,1/11/2014,1/12/2018,6.85,429,2014,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89199,Rengoku no Ashe,,1,FALSE,6/4/2014,,7.24,4163,7751,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89209,Kimi wa Nanimo Shiranai,You don't know anything,13,FALSE,2/5/2015,9/5/2015,6.66,318,996,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89217,"Omoi, Omoware, Furi, Furare","Love Me, Love Me Not",48,FALSE,6/13/2015,5/13/2019,7.76,9154,27888,688,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89221,Hatsukoi Lollipop,,6,FALSE,10/12/2013,1/11/2014,6.99,702,1658,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89222,Kinyoubi wa Hatsukoi,,6,FALSE,4/24/2014,6/24/2014,6.85,124,378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
89232,T-sensei,"My teacher, Mr. T",43,FALSE,11/5/2014,3/5/2018,7.68,343,1295,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
89241,Jigoku no Enra,Enra in Hell,17,FALSE,3/20/2015,9/21/2016,7.32,4043,10733,112,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
89242,Ushiro no Hikaruko-chan,,8,FALSE,12/18/2013,6/3/2015,7.12,179,515,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
89243,Otome Mania!!,Otome Mania!!,13,FALSE,8/22/2014,9/23/2015,7.04,138,544,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89244,Zettai Zetsubou Shoujo: Danganronpa Another Episode,,16,FALSE,1/30/2015,7/14/2017,7.16,535,2295,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89245,Zettai Zetsubou Shoujo: Danganronpa Another Episode - Genocider Mode,,11,FALSE,1/27/2015,12/26/2015,7.02,259,1385,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89247,Sekai de Ichiban Warui Majo,The Worst Witch in the World,28,FALSE,10/10/2014,4/10/2019,7.33,398,1516,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
89261,Gaitou Alice,,16,FALSE,2/28/2015,6/28/2016,6.92,390,1351,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89264,Q.E.D. iff: Shoumei Shuuryou,,0,TRUE,4/20/2015,,7.66,145,612,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
89265,Classi9,,26,FALSE,4/9/2015,4/20/2017,7.68,1281,3377,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89266,Buddy Go!,,58,FALSE,9/3/2014,5/1/2018,7.63,1769,5333,125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89273,Love Comedy no Baka,Stupid Love Comedy,17,FALSE,4/28/2015,9/28/2016,6.47,509,1950,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89283,"Gozen 0-ji, Kiss shi ni Kite yo",Kiss Me at the Stroke of Midnight,50,FALSE,4/13/2015,7/13/2020,7.58,2036,8001,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89296,Sekisei Inko,,48,FALSE,12/21/2013,3/16/2015,6.95,520,2227,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89320,Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem,,0,TRUE,6/2/2015,,6.88,486,2409,14,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
89341,Nana-iro Kakumei,,0,FALSE,8/2/2014,8/3/2017,6.85,809,2316,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89344,Uchi no Ani no Renai Jijou,,6,FALSE,5/7/2015,6/7/2016,7.05,428,875,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89354,Glow!,,12,FALSE,11/30/2013,11/30/2015,7.09,901,2989,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89355,Yamada to Shounen,Yamada and the Boy,8,FALSE,12/21/2013,4/22/2015,7.76,3565,7138,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89357,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,110,FALSE,5/25/2015,9/25/2019,8.91,27723,76227,7594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89361,Shinwa Densetsu no Eiyuu no Isekaitan,The Mythical Hero's Otherworld Chronicles,91,FALSE,5/25/2015,10/25/2019,7.09,116,768,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89368,Bokura no Saidai Kouyakusuu,Greatest common Divisor,6,FALSE,3/7/2014,11/17/2014,6.73,174,853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89377,Getsuyoubi kara Kataomoi,Sweet butterfly,6,FALSE,4/20/2015,7/15/2015,6.44,1370,2899,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89408,Himouto! Umaru-chanS,,15,FALSE,4/15/2014,7/27/2015,6.87,350,1790,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89413,Survival: Shounen S no Kiroku,,96,FALSE,4/30/2015,11/22/2018,6.91,806,1990,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89457,Karakara,,1,FALSE,2/13/2015,,6.4,244,498,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89467,Hitoribocchi no ○○ Seikatsu,,101,FALSE,9/27/2013,4/27/2021,8.08,5895,23237,715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
89544,Koishite Hoshii,,5,FALSE,11/30/2010,4/15/2015,6.68,166,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89551,Tendou-ke Monogatari,The Tales of Tendo Family,0,TRUE,8/9/2014,,7.45,759,3081,32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89553,Usemono Yado,,18,FALSE,3/27/2014,10/28/2015,8.04,2428,7769,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89559,Akuma mo Fumu wo Osoreru Tokoro,Where satans fear to tread,19,FALSE,3/20/2015,5/21/2016,6.96,407,1677,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
89562,Tsubaki-chou Lonely Planet,Tsubaki-chou Lonely Planet,85,FALSE,5/20/2015,8/20/2019,8.03,15332,42957,1302,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
89580,Boku no Pet ni Narinasai.,,1,FALSE,3/7/2015,,6.52,736,1362,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
89594,Himekishi ga Classmate! The Comic,,0,TRUE,5/1/2015,,6.18,3980,14578,49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
89598,Himekishi ga Classmate!,A classmate is a princess knight!,0,TRUE,2/3/2015,,6.76,421,2126,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89604,Nakanohito Genome [Jikkyouchuu],,0,TRUE,10/27/2014,,7.64,1592,6305,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89606,Slime-san to Yuusha Kenkyuubu,,38,FALSE,6/8/2012,2/8/2014,6.54,162,912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
89608,Idol na Kanojo to Wotaku na Boku to,,27,FALSE,5/20/2014,10/18/2016,5.84,2226,4762,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
89674,Toumei Ningen no Tsukurikata,How to make an invisible man.,8,FALSE,2/4/2010,3/25/2010,6.95,1233,2456,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
89675,Netsuzou TRap,NTR: Netsuzou Trap,29,FALSE,11/18/2014,12/18/2017,6.19,8242,18656,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89686,Kamisama☆Darling,,0,FALSE,8/30/2014,12/28/2018,7.25,347,1147,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
89694,Neko to Kurasu,,2,FALSE,4/10/2012,8/10/2012,7.09,122,287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
89703,Isekai Tensei Soudouki,Multi-Mind Mayhem,0,TRUE,5/8/2015,,7.32,4674,14274,81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89704,Isekai Tensei Soudouki,,0,TRUE,3/4/2014,,7.39,275,1031,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89706,Hensoku-kei Quadrangle,Anomaly System Quadrangle,21,FALSE,4/15/2015,2/22/2017,6.87,1364,4931,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
89716,Toshishita no Otokonoko,,18,FALSE,5/20/2015,3/5/2016,7.19,2428,6071,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
